title,actual_price,dis,after_dis_price,link,rating,no_of_rating
"ASUS Vivobook Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) X1605VA-MB747WS Thin and Light Laptop  (16 inch, Indie Black, 1.88 kg, With MS Office)","90,990",23% off,"69,990",https://www.flipkart.com/asus-vivobook-intel-core-i7-13th-gen-13700h-16-gb-512-gb-ssd-windows-11-home-x1605va-mb747ws-thin-light-laptop/p/itm42bf0ec1201c8?pid=COMH2WT8PCSJPVPU&lid=LSTCOMH2WT8PCSJPVPUYSL4RF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_171&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMH2WT8PCSJPVPU.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.8,14 Ratings & 0 Reviews
"HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Laptop  (15.6 Inch, Black, 1.74 Kg)","39,999",36% off,"25,599",https://www.flipkart.com/hp-255-g9-amd-ryzen-3-dual-core-r3-3250-8-gb-512-gb-ssd-windows-11-home-g8-thin-light-laptop/p/itm9015dcea94ace?pid=COMGNFU7MHGWNHHA&lid=LSTCOMGNFU7MHGWNHHAOLIHEI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_172&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGNFU7MHGWNHHA.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4,"1,206 Ratings & 81 Reviews"
"HP Victus Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 15-fa1332TX Gaming Laptop  (15.6 inch, Mica Silver, 2.29 kg, With MS Office)","1,18,668",25% off,"88,999",https://www.flipkart.com/hp-victus-intel-core-i7-13th-gen-13620h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-15-fa1332tx-gaming-laptop/p/itm632da5b9dbd21?pid=COMHFR4FGZTUXZGY&lid=LSTCOMHFR4FGZTUXZGYSMM5ES&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_174&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMHFR4FGZTUXZGY.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.1,15 Ratings & 2 Reviews
"Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) THINKBOOK 16 G6 IRL 5 Thin and Light Laptop  (16 Inch, Arctic Grey, 1.7 Kg, With MS Office)","97,200",38% off,"59,890",https://www.flipkart.com/lenovo-intel-core-i5-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-thinkbook-16-g6-irl-5-thin-light-laptop/p/itm47fe85bf028f3?pid=COMGZGWU5PTFWPCM&lid=LSTCOMGZGWU5PTFWPCM3INKC7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_175&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGZGWU5PTFWPCM.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.3,61 Ratings & 6 Reviews
"MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-072IN Thin and Light Laptop  (15.6 Inch, Classic Black, 1.75 Kg)","62,990",36% off,"39,990",https://www.flipkart.com/msi-modern-15-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-b7m-072in-thin-light-laptop/p/itm21f8007ef0cd1?pid=COMGQPZHVV8NVEFA&lid=LSTCOMGQPZHVV8NVEFA1K8DZX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_176&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGQPZHVV8NVEFA.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.4,"2,902 Ratings & 327 Reviews"
"Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin and Light Laptop  (16 inch, Cloud Grey, 1.89 Kg, With MS Office)","1,11,190",28% off,"79,190",https://www.flipkart.com/lenovo-ideapad-slim-5-ai-pc-intel-core-ultra-125h-16-gb-1-tb-ssd-windows-11-home-16imh9-thin-light-laptop/p/itm23294734162fe?pid=COMGXMY5NC8VXGHH&lid=LSTCOMGXMY5NC8VXGHH0TK7AL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_177&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGXMY5NC8VXGHH.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.2,275 Ratings & 35 Reviews
"Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.62 Kg, With MS Office)","81,890",30% off,"57,020",https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15irh8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGVQ2YB9SU8KMF&lid=LSTCOMGVQ2YB9SU8KMF2MGQ5W&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_178&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGVQ2YB9SU8KMF.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.3,634 Ratings & 38 Reviews
"Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7/ 15IGL7 Thin and Light Laptop  (15.6 Inch, Cloud Grey, 1.54 Kg, With MS Office)","38,790",34% off,"25,490",https://www.flipkart.com/lenovo-ideapad-1-intel-celeron-dual-core-n4020-8-gb-512-gb-ssd-windows-11-home-14igl7-15igl7-thin-light-laptop/p/itm1d9badc184f61?pid=COMGYHP5ZGXPZHSZ&lid=LSTCOMGYHP5ZGXPZHSZ3FKFMJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_179&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGYHP5ZGXPZHSZ.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4,267 Ratings & 21 Reviews
"HP Pavilion Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)","83,705",18% off,"67,990",https://www.flipkart.com/hp-pavilion-intel-core-i5-13th-gen-1340p-16-gb-512-gb-ssd-windows-11-home-15-eg3079tu-thin-light-laptop/p/itm4ae6958287d36?pid=COMGPYHAMPKQYPQB&lid=LSTCOMGPYHAMPKQYPQBGXMI6J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_180&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGPYHAMPKQYPQB.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.3,"1,133 Ratings & 74 Reviews"
"Acer Chromebook Plus Google AI Intel Core i3 N305 - (8 GB/256 GB SSD/Chrome OS) CB514-4H-39T7 Chromebook  (14 Inch, Steel Gray, 1.43 Kg)","49,999",62% off,"18,990",https://www.flipkart.com/acer-chromebook-plus-google-ai-intel-core-i3-n305-8-gb-256-gb-ssd-chrome-os-cb514-4h-39t7/p/itm5542cc6900ec1?pid=COMHFC9KE39WGHMA&lid=LSTCOMHFC9KE39WGHMADEYWXV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_19&otracker=search&otracker1=search&iid=049b8aaa-97f5-430e-89bf-a9edb020a9e9.COMHFC9KE39WGHMA.SEARCH&ssid=4wu1znf5bk0000001736063974283&qH=312f91285e048e09,3.8,256 Ratings & 28 Reviews
"Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)","49,999",34% off,"32,990",https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm8ee8940f63aa8?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_181&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMH4B6CGTPNVJW9.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.2,582 Ratings & 56 Reviews
"HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-FQ5326TU Thin and Light Laptop  (15.6 inch, Silver, 1.69 kg, With MS Office)","50,843",29% off,"35,890",https://www.flipkart.com/hp-fq-series-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fq5326tu-thin-light-laptop/p/itme9a2532043dc2?pid=COMHFG63BRFVGXHW&lid=LSTCOMHFG63BRFVGXHWTTEN7N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_183&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMHFG63BRFVGXHW.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.2,233 Ratings & 10 Reviews
"ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Thin and Light Laptop  (15.6 Inch, Mixed Black, 1.63 Kg, With MS Office)","50,990",39% off,"30,990",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj322ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFQZGYKEZG&lid=LSTCOMGMGXFQZGYKEZGUU1BUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_184&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGMGXFQZGYKEZG.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.2,"4,190 Ratings & 416 Reviews"
"Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) AL15G- 52 Gaming Laptop  (15.6 Inch, Steel Grey, 1.99 Kg)","79,990",20% off,"63,990",https://www.flipkart.com/acer-alg-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-al15g-52-gaming-laptop/p/itm3d796e664c648?pid=COMH2TPSHDMYYGYA&lid=LSTCOMH2TPSHDMYYGYAVCIG8J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_185&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMH2TPSHDMYYGYA.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.3,36 Ratings & 3 Reviews
"Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) 15ARP9 Gaming Laptop  (15.6 Inch, Luna Grey, 2.38 Kg, With MS Office)","1,24,790",26% off,"91,190",https://www.flipkart.com/lenovo-loq-amd-ryzen-7-octa-core-7435hs-24-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-15arp9-gaming-laptop/p/itm1ca3912e19cb2?pid=COMHFYZ3ZSHR7J5F&lid=LSTCOMHFYZ3ZSHR7J5FVLRZ5E&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_186&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMHFYZ3ZSHR7J5F.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.4,767 Ratings & 61 Reviews
"ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK321WS Thin and Light Laptop  (14 Inch, Cool Silver, 1.38 Kg, With MS Office)","50,990",39% off,"30,980",https://www.flipkart.com/asus-vivobook-go-14-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk321ws-thin-light-laptop/p/itm37ab22cfcf18d?pid=COMH2TPS4KQNJXWH&lid=LSTCOMH2TPS4KQNJXWHAQRRG7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_187&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMH2TPS4KQNJXWH.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.3,"1,341 Ratings & 133 Reviews"
"Lenovo Thinkpad E14 G5 Intel Core i5 13th Gen 1335U with 3 year Warranty - (16 GB/512 GB SSD/Windows 11 Pro/1 GB Graphics) E14 Business Laptop  (14 inch, Black, 1.75 kg, With MS Office)","92,900",25% off,"69,000",https://www.flipkart.com/lenovo-thinkpad-e14-g5-intel-core-i5-13th-gen-1335u-3-year-warranty-16-gb-512-gb-ssd-windows-11-pro-1-graphics-business-laptop/p/itm2d07770332220?pid=COMH3SGGGKUQHA2Z&lid=LSTCOMH3SGGGKUQHA2ZULOXYB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_188&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMH3SGGGKUQHA2Z.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.1,12 Ratings & 2 Reviews
"ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.63 Kg, With MS Office)","74,990",38% off,"45,990",https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk521ws-thin-light-laptop/p/itm6de111c8a57b9?pid=COMGMGXFT7WWNGYG&lid=LSTCOMGMGXFT7WWNGYGEMFTUI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_189&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGMGXFT7WWNGYG.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.4,"2,314 Ratings & 181 Reviews"
"GIGABYTE G Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) G5 KF-E3IN313SH Gaming Laptop  (15.6 Inch, Black, 2.08 Kg)","1,54,300",55% off,"68,990",https://www.flipkart.com/gigabyte-g-series-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-g5-kf-e3in313sh-gaming-laptop/p/itmf09890fe03b8d?pid=COMGR5QEEEDRHHK5&lid=LSTCOMGR5QEEEDRHHK58XY6NJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_190&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGR5QEEEDRHHK5.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.6,32 Ratings & 5 Reviews
"Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050/80 W) GL613 Gaming Laptop  (16 inch, Grey, 1.99 kg)","99,990",46% off,"53,990",https://www.flipkart.com/infinix-gt-book-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-80-w-gl613-gaming-laptop/p/itm152ec70af1a5a?pid=COMHYS44DKVFUFVS&lid=LSTCOMHYS44DKVFUFVS2KZG86&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_20&otracker=search&otracker1=search&iid=049b8aaa-97f5-430e-89bf-a9edb020a9e9.COMHYS44DKVFUFVS.SEARCH&ssid=4wu1znf5bk0000001736063974283&qH=312f91285e048e09,4.2,337 Ratings & 57 Reviews
"Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) SFG14-41 Thin and Light Laptop  (14 Inch, Pure Silver, 1.25 Kg, With MS Office)","84,990",36% off,"53,990",https://www.flipkart.com/acer-swift-go-14-amd-ryzen-7-octa-core-7730u-16-gb-1-tb-ssd-windows-11-home-sfg14-41-thin-light-laptop/p/itm8afd5eeca7e3b?pid=COMH3GFNEFQMQJHV&lid=LSTCOMH3GFNEFQMQJHVO4TW6M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_191&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMH3GFNEFQMQJHV.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.3,389 Ratings & 42 Reviews
"ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS Thin and Light Laptop  (14 Inch, Star Black, 1.49 Kg, With MS Office)","50,990",35% off,"32,990",https://www.flipkart.com/asus-expertbook-b14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b1402cba-nk1494ws-thin-light-laptop/p/itm69c4c6b6f5103?pid=COMGZF9EYUYC52BH&lid=LSTCOMGZF9EYUYC52BHIWCC5H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_192&otracker=search&otracker1=search&fm=Search&iid=a3eeb914-dcd1-4ccb-8abd-91a0f7727584.COMGZF9EYUYC52BH.SEARCH&ppt=sp&ppn=sp&ssid=n54774uiw00000001736064012311&qH=312f91285e048e09,4.3,222 Ratings & 20 Reviews
"Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and Light Laptop  (16 inch, Silver, 1.78 kg)","79,990",40% off,"47,990",https://www.flipkart.com/infinix-y4-max-series-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itm3cea8d640359c?pid=COMGWWBRQKGZDSUX&lid=LSTCOMGWWBRQKGZDSUXTQREMO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_193&otracker=search&otracker1=search&fm=Search&iid=51670611-a371-4e73-8bbf-7311dbba136d.COMGWWBRQKGZDSUX.SEARCH&ppt=sp&ppn=sp&ssid=gkpxfdvuz40000001736064017822&qH=312f91285e048e09,4.3,53 Ratings & 3 Reviews
"HP 250R G9 (2024) Intel Core i3 13th Gen Intel Core i3 - 1315U (13th Gen) - (8 GB/512 GB SSD/Windows 11 Home) 250R G9 Thin and Light Laptop  (15.6 inch, Black, 1.74 kg)","39,724",19% off,"31,999",https://www.flipkart.com/hp-250r-g9-2024-intel-core-i3-13th-gen-1315u-13th-gen-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itmff5abac6385ed?pid=COMH75KHRZHEHBNY&lid=LSTCOMH75KHRZHEHBNYWK5DKG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_194&otracker=search&otracker1=search&fm=Search&iid=51670611-a371-4e73-8bbf-7311dbba136d.COMH75KHRZHEHBNY.SEARCH&ppt=sp&ppn=sp&ssid=gkpxfdvuz40000001736064017822&qH=312f91285e048e09,4,5 Ratings & 1 Reviews
"MSI Modern 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-218IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","61,990",16% off,"51,990",https://www.flipkart.com/msi-modern-14-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-c7m-218in-thin-light-laptop/p/itm5ec3a4e05347e?pid=COMGPXFYQFGBD3DT&lid=LSTCOMGPXFYQFGBD3DTBKWW5R&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_195&otracker=search&otracker1=search&fm=Search&iid=51670611-a371-4e73-8bbf-7311dbba136d.COMGPXFYQFGBD3DT.SEARCH&ppt=sp&ppn=sp&ssid=gkpxfdvuz40000001736064017822&qH=312f91285e048e09,4.4,47 Ratings & 6 Reviews
"HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fa1351TX Gaming Laptop  (15.6 inch, Performance Blue)","76,354",20% off,"60,990",https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1351tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVNMU2S5QQ&lid=LSTCOMHY8KVNMU2S5QQSFQYGS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_196&otracker=search&otracker1=search&fm=Search&iid=51670611-a371-4e73-8bbf-7311dbba136d.COMHY8KVNMU2S5QQ.SEARCH&ppt=sp&ppn=sp&ssid=gkpxfdvuz40000001736064017822&qH=312f91285e048e09,4.3,"2,469 Ratings & 130 Reviews"
"Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin and Light Laptop  (14 Inch, Cloud Grey, 1.3 Kg, With MS Office)","40,490",38% off,"24,990",https://www.flipkart.com/lenovo-ideapad-slim-1-intel-celeron-dual-core-n4020-8-gb-256-gb-ssd-windows-11-home-14igl7-thin-light-laptop/p/itm07581d719f410?pid=COMGDMXVJJB2HGMY&lid=LSTCOMGDMXVJJB2HGMYPG5AOZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_197&otracker=search&otracker1=search&fm=Search&iid=51670611-a371-4e73-8bbf-7311dbba136d.COMGDMXVJJB2HGMY.SEARCH&ppt=sp&ppn=sp&ssid=gkpxfdvuz40000001736064017822&qH=312f91285e048e09,4.1,"2,716 Ratings & 236 Reviews"
"Ultimus Pro Intel Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14U3CNC43BN-MB Thin and Light Laptop  (14.1 inch, Charcoal Black, 1.2 kg)","24,990",52% off,"11,750",https://www.flipkart.com/ultimus-pro-intel-dual-core-n4020-4-gb-128-gb-ssd-windows-11-home-nu14u3cnc43bn-mb-thin-light-laptop/p/itmca4c741cdfee3?pid=COMH4JVXMCHP5ZBS&lid=LSTCOMH4JVXMCHP5ZBSKLFAFM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_198&otracker=search&otracker1=search&fm=Search&iid=51670611-a371-4e73-8bbf-7311dbba136d.COMH4JVXMCHP5ZBS.SEARCH&ppt=sp&ppn=sp&ssid=gkpxfdvuz40000001736064017822&qH=312f91285e048e09,4,15 Ratings & 5 Reviews
"Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 Kg, With MS Office)","48,999",38% off,"29,940",https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-a315-59-thin-light-laptop/p/itm05f023c6da5dc?pid=COMGHR2J9RX2GG2G&lid=LSTCOMGHR2J9RX2GG2GVHWWKT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_199&otracker=search&otracker1=search&fm=Search&iid=51670611-a371-4e73-8bbf-7311dbba136d.COMGHR2J9RX2GG2G.SEARCH&ppt=sp&ppn=sp&ssid=gkpxfdvuz40000001736064017822&qH=312f91285e048e09,4.2,767 Ratings & 71 Reviews
"HP 15s Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) 15s-fr4001TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","64,175",7% off,"59,327",https://www.flipkart.com/hp-15s-intel-core-i5-11th-gen-1155g7-16-gb-512-gb-ssd-windows-11-home-15s-fr4001tu-thin-light-laptop/p/itmbb64b6f1667d5?pid=COMGZNSB6GCJVUPX&lid=LSTCOMGZNSB6GCJVUPXOWTDNN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_200&otracker=search&otracker1=search&fm=Search&iid=51670611-a371-4e73-8bbf-7311dbba136d.COMGZNSB6GCJVUPX.SEARCH&ppt=sp&ppn=sp&ssid=gkpxfdvuz40000001736064017822&qH=312f91285e048e09,4.3,"3,902 Ratings & 275 Reviews"
"Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Light Laptop  (39.62 cm, Cloud Grey, 1.61 kg, With MS Office)","71,290",41% off,"41,990",https://www.flipkart.com/lenovo-ideapad-1-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itmfb82af2728c0d?pid=COMHYG8ZDVPTUYYB&lid=LSTCOMHYG8ZDVPTUYYBQHTHWS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_21&otracker=search&otracker1=search&iid=049b8aaa-97f5-430e-89bf-a9edb020a9e9.COMHYG8ZDVPTUYYB.SEARCH&ssid=4wu1znf5bk0000001736063974283&qH=312f91285e048e09,4.2,240 Ratings & 14 Reviews
"Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light Laptop  (15.6 Inch, Silver, 1.79 Kg)","44,990",33% off,"29,990",https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_201&otracker=search&otracker1=search&fm=Search&iid=51670611-a371-4e73-8bbf-7311dbba136d.COMH397X2KJ8XCHR.SEARCH&ppt=sp&ppn=sp&ssid=gkpxfdvuz40000001736064017822&qH=312f91285e048e09,4.2,214 Ratings & 37 Reviews
